antecedent,consequent,support,confidence,lift
"{34, 12, 14}",{19},0.111,0.592,1.098
"{34, 19}","{12, 14}",0.111,0.31,1.111
"{34, 19, 12}",{14},0.111,0.807,1.126
"{34, 19, 14}",{12},0.111,0.405,1.109
{14},"{34, 19, 46}",0.115,0.161,1.112
{19},"{34, 46, 14}",0.115,0.213,1.11
"{19, 14}","{34, 46}",0.115,0.288,1.14
{34},"{19, 46, 14}",0.115,0.18,1.115
"{34, 14}","{19, 46}",0.115,0.242,1.178
"{34, 19}","{46, 14}",0.115,0.32,1.147
"{34, 19, 14}",{46},0.115,0.419,1.124
{46},"{34, 19, 14}",0.115,0.309,1.124
"{46, 14}","{34, 19}",0.115,0.413,1.147
"{19, 46}","{34, 14}",0.115,0.559,1.178
"{46, 19, 14}",{34},0.115,0.714,1.115
"{34, 46}","{19, 14}",0.115,0.455,1.14
"{46, 34, 14}",{19},0.115,0.599,1.11
"{34, 19, 46}",{14},0.115,0.797,1.112
{14},"{32, 34, 19}",0.121,0.169,1.066
{19},"{32, 34, 14}",0.121,0.224,1.073
"{19, 14}","{32, 34}",0.121,0.303,1.094
{32},"{34, 19, 14}",0.121,0.293,1.067
"{32, 14}","{34, 19}",0.121,0.405,1.125
"{32, 19}","{34, 14}",0.121,0.536,1.129
"{32, 19, 14}",{34},0.121,0.717,1.12
{34},"{32, 19, 14}",0.121,0.189,1.12
"{34, 14}","{32, 19}",0.121,0.255,1.129
"{34, 19}","{32, 14}",0.121,0.337,1.125
"{34, 19, 14}",{32},0.121,0.441,1.067
"{32, 34}","{19, 14}",0.121,0.437,1.094
"{32, 34, 14}",{19},0.121,0.579,1.073
"{32, 34, 19}",{14},0.121,0.764,1.066
{14},"{16, 48, 19}",0.112,0.157,1.101
{16},"{48, 19, 14}",0.112,0.219,1.046
"{16, 14}","{48, 19}",0.112,0.296,1.107
{19},"{16, 48, 14}",0.112,0.208,1.083
"{19, 14}","{16, 48}",0.112,0.282,1.136
"{16, 19}","{48, 14}",0.112,0.393,1.103
"{16, 19, 14}",{48},0.112,0.525,1.096
{48},"{16, 19, 14}",0.112,0.235,1.096
"{48, 14}","{16, 19}",0.112,0.316,1.103
"{16, 48}","{19, 14}",0.112,0.454,1.136
"{16, 48, 14}",{19},0.112,0.584,1.083
"{48, 19}","{16, 14}",0.112,0.42,1.107
"{48, 19, 14}",{16},0.112,0.537,1.046
"{16, 48, 19}",{14},0.112,0.789,1.101
{14},"{34, 28, 30}",0.107,0.15,1.115
{28},"{34, 14, 30}",0.107,0.314,1.112
"{28, 14}","{34, 30}",0.107,0.419,1.138
{30},"{34, 28, 14}",0.107,0.191,1.069
"{14, 30}","{34, 28}",0.107,0.255,1.11
"{28, 30}","{34, 14}",0.107,0.548,1.153
"{28, 14, 30}",{34},0.107,0.697,1.088
{34},"{28, 14, 30}",0.107,0.168,1.088
"{34, 14}","{28, 30}",0.107,0.226,1.153
"{34, 28}","{14, 30}",0.107,0.467,1.11
"{34, 28, 14}",{30},0.107,0.602,1.069
"{34, 30}","{28, 14}",0.107,0.292,1.138
"{34, 14, 30}",{28},0.107,0.381,1.112
"{34, 28, 30}",{14},0.107,0.799,1.115
{14},"{16, 34, 28}",0.107,0.149,1.139
{16},"{34, 28, 14}",0.107,0.208,1.166
"{16, 14}","{34, 28}",0.107,0.281,1.223
{28},"{16, 34, 14}",0.107,0.312,1.216
"{28, 14}","{16, 34}",0.107,0.416,1.252
"{16, 28}","{34, 14}",0.107,0.569,1.199
"{16, 28, 14}",{34},0.107,0.737,1.151
{34},"{16, 28, 14}",0.107,0.167,1.151
"{34, 14}","{16, 28}",0.107,0.225,1.199
"{16, 34}","{28, 14}",0.107,0.321,1.252
"{16, 34, 14}",{28},0.107,0.416,1.216
"{34, 28}","{16, 14}",0.107,0.464,1.223
"{34, 28, 14}",{16},0.107,0.598,1.166
"{16, 34, 28}",{14},0.107,0.816,1.139
{14},"{34, 44, 30}",0.115,0.16,1.114
{30},"{34, 44, 14}",0.115,0.204,1.044
"{14, 30}","{34, 44}",0.115,0.273,1.092
{34},"{44, 14, 30}",0.115,0.179,1.057
"{34, 14}","{44, 30}",0.115,0.242,1.116
"{34, 30}","{44, 14}",0.115,0.312,1.102
"{34, 14, 30}",{44},0.115,0.407,1.09
{44},"{34, 14, 30}",0.115,0.308,1.09
"{44, 14}","{34, 30}",0.115,0.406,1.102
"{44, 30}","{34, 14}",0.115,0.53,1.116
"{44, 14, 30}",{34},0.115,0.677,1.057
"{34, 44}","{14, 30}",0.115,0.46,1.092
"{34, 44, 14}",{30},0.115,0.588,1.044
"{34, 44, 30}",{14},0.115,0.798,1.114
{14},"{48, 34, 30}",0.151,0.21,1.104
{30},"{48, 34, 14}",0.151,0.268,1.105
"{14, 30}","{48, 34}",0.151,0.358,1.132
{34},"{48, 14, 30}",0.151,0.235,1.082
"{34, 14}","{48, 30}",0.151,0.318,1.125
"{34, 30}","{48, 14}",0.151,0.41,1.151
"{34, 14, 30}",{48},0.151,0.534,1.116
{48},"{34, 14, 30}",0.151,0.315,1.116
"{48, 14}","{34, 30}",0.151,0.424,1.151
"{48, 30}","{34, 14}",0.151,0.534,1.125
"{48, 14, 30}",{34},0.151,0.693,1.082
"{48, 34}","{14, 30}",0.151,0.477,1.132
"{48, 34, 14}",{30},0.151,0.623,1.105
"{48, 34, 30}",{14},0.151,0.792,1.104
{14},"{49, 34, 30}",0.118,0.164,1.092
{30},"{49, 34, 14}",0.118,0.209,1.088
"{14, 30}","{49, 34}",0.118,0.28,1.103
{34},"{49, 14, 30}",0.118,0.184,1.036
"{34, 14}","{49, 30}",0.118,0.248,1.082
"{34, 30}","{49, 14}",0.118,0.32,1.108
"{34, 14, 30}",{49},0.118,0.417,1.073
{49},"{34, 14, 30}",0.118,0.303,1.073
"{49, 14}","{34, 30}",0.118,0.408,1.108
"{49, 30}","{34, 14}",0.118,0.514,1.082
"{49, 14, 30}",{34},0.118,0.664,1.036
"{49, 34}","{14, 30}",0.118,0.464,1.103
"{49, 34, 14}",{30},0.118,0.613,1.088
"{49, 34, 30}",{14},0.118,0.783,1.092
{14},"{16, 34, 30}",0.15,0.209,1.092
{16},"{34, 14, 30}",0.15,0.293,1.037
"{16, 14}","{34, 30}",0.15,0.395,1.074
{30},"{16, 34, 14}",0.15,0.267,1.039
"{14, 30}","{16, 34}",0.15,0.357,1.073
"{16, 30}","{34, 14}",0.15,0.518,1.091
"{16, 14, 30}",{34},0.15,0.682,1.064
{34},"{16, 14, 30}",0.15,0.234,1.064
"{34, 14}","{16, 30}",0.15,0.316,1.091
"{16, 34}","{14, 30}",0.15,0.452,1.073
"{16, 34, 14}",{30},0.15,0.585,1.039
"{34, 30}","{16, 14}",0.15,0.408,1.074
"{34, 14, 30}",{16},0.15,0.532,1.037
"{16, 34, 30}",{14},0.15,0.783,1.092
{14},"{26, 34, 30}",0.129,0.181,1.105
{26},"{34, 14, 30}",0.129,0.314,1.112
"{26, 14}","{34, 30}",0.129,0.424,1.152
{30},"{26, 34, 14}",0.129,0.23,1.113
"{14, 30}","{26, 34}",0.129,0.307,1.14
"{26, 30}","{34, 14}",0.129,0.529,1.115
"{26, 14, 30}",{34},0.129,0.69,1.078
{34},"{26, 14, 30}",0.129,0.202,1.078
"{34, 14}","{26, 30}",0.129,0.273,1.115
"{26, 34}","{14, 30}",0.129,0.48,1.14
"{26, 34, 14}",{30},0.129,0.627,1.113
"{34, 30}","{26, 14}",0.129,0.352,1.152
"{34, 14, 30}",{26},0.129,0.459,1.112
"{26, 34, 30}",{14},0.129,0.792,1.105
{12},"{34, 14, 30}",0.116,0.317,1.123
{14},"{34, 12, 30}",0.116,0.162,1.139
"{12, 14}","{34, 30}",0.116,0.415,1.128
{30},"{34, 12, 14}",0.116,0.206,1.092
"{12, 30}","{34, 14}",0.116,0.539,1.135
"{14, 30}","{34, 12}",0.116,0.275,1.157
"{12, 14, 30}",{34},0.116,0.682,1.064
{34},"{12, 14, 30}",0.116,0.181,1.064
"{34, 12}","{14, 30}",0.116,0.487,1.157
"{34, 14}","{12, 30}",0.116,0.244,1.135
"{34, 12, 14}",{30},0.116,0.615,1.092
"{34, 30}","{12, 14}",0.116,0.315,1.128
"{34, 12, 30}",{14},0.116,0.816,1.139
"{34, 14, 30}",{12},0.116,0.41,1.123
{14},"{34, 46, 30}",0.12,0.167,1.089
{30},"{34, 46, 14}",0.12,0.213,1.107
"{14, 30}","{34, 46}",0.12,0.284,1.125
{34},"{30, 46, 14}",0.12,0.187,1.069
"{34, 14}","{46, 30}",0.12,0.252,1.117
"{34, 30}","{46, 14}",0.12,0.325,1.167
"{34, 14, 30}",{46},0.12,0.424,1.14
{46},"{34, 14, 30}",0.12,0.322,1.14
"{46, 14}","{34, 30}",0.12,0.429,1.167
"{46, 30}","{34, 14}",0.12,0.53,1.117
"{46, 14, 30}",{34},0.12,0.685,1.069
"{34, 46}","{14, 30}",0.12,0.474,1.125
"{46, 34, 14}",{30},0.12,0.623,1.107
"{46, 34, 30}",{14},0.12,0.78,1.089
{14},"{32, 34, 30}",0.134,0.187,1.101
{30},"{32, 34, 14}",0.134,0.238,1.136
"{14, 30}","{32, 34}",0.134,0.318,1.146
{32},"{34, 14, 30}",0.134,0.324,1.148
"{32, 14}","{34, 30}",0.134,0.447,1.215
"{32, 30}","{34, 14}",0.134,0.547,1.152
"{32, 14, 30}",{34},0.134,0.715,1.116
{34},"{32, 14, 30}",0.134,0.209,1.116
"{34, 14}","{32, 30}",0.134,0.282,1.152
"{34, 30}","{32, 14}",0.134,0.364,1.215
"{34, 14, 30}",{32},0.134,0.474,1.148
"{32, 34}","{14, 30}",0.134,0.483,1.146
"{32, 34, 14}",{30},0.134,0.64,1.136
"{32, 34, 30}",{14},0.134,0.789,1.101
{14},"{34, 30, 39}",0.102,0.143,1.101
{30},"{34, 14, 39}",0.102,0.182,1.115
"{14, 30}","{34, 39}",0.102,0.243,1.161
{34},"{30, 14, 39}",0.102,0.16,1.092
"{34, 14}","{30, 39}",0.102,0.216,1.119
"{34, 30}","{14, 39}",0.102,0.278,1.188
"{34, 14, 30}",{39},0.102,0.363,1.148
{39},"{34, 14, 30}",0.102,0.324,1.148
"{14, 39}","{34, 30}",0.102,0.437,1.188
"{30, 39}","{34, 14}",0.102,0.531,1.119
"{39, 14, 30}",{34},0.102,0.699,1.092
"{34, 39}","{14, 30}",0.102,0.489,1.161
"{34, 14, 39}",{30},0.102,0.628,1.115
"{34, 30, 39}",{14},0.102,0.789,1.101
{14},"{16, 48, 30}",0.117,0.163,1.105
{16},"{48, 14, 30}",0.117,0.228,1.049
"{16, 14}","{48, 30}",0.117,0.308,1.093
{30},"{16, 48, 14}",0.117,0.208,1.08
"{14, 30}","{16, 48}",0.117,0.278,1.122
"{16, 30}","{48, 14}",0.117,0.404,1.135
"{16, 14, 30}",{48},0.117,0.532,1.111
{48},"{16, 14, 30}",0.117,0.245,1.111
"{48, 14}","{16, 30}",0.117,0.329,1.135
"{16, 48}","{14, 30}",0.117,0.472,1.122
"{16, 48, 14}",{30},0.117,0.608,1.08
"{48, 30}","{16, 14}",0.117,0.415,1.093
"{48, 14, 30}",{16},0.117,0.538,1.049
"{16, 48, 30}",{14},0.117,0.792,1.105
{14},"{16, 26, 30}",0.104,0.146,1.114
{16},"{26, 14, 30}",0.104,0.204,1.085
"{16, 14}","{26, 30}",0.104,0.275,1.125
{26},"{16, 14, 30}",0.104,0.253,1.15
"{26, 14}","{16, 30}",0.104,0.342,1.18
"{16, 26}","{14, 30}",0.104,0.471,1.118
"{16, 26, 14}",{30},0.104,0.609,1.081
{30},"{16, 26, 14}",0.104,0.185,1.081
"{14, 30}","{16, 26}",0.104,0.248,1.118
"{16, 30}","{26, 14}",0.104,0.36,1.18
"{16, 14, 30}",{26},0.104,0.474,1.15
"{26, 30}","{16, 14}",0.104,0.427,1.125
"{26, 14, 30}",{16},0.104,0.557,1.085
"{16, 26, 30}",{14},0.104,0.798,1.114
{14},"{16, 32, 30}",0.104,0.145,1.091
{16},"{32, 14, 30}",0.104,0.203,1.084
"{16, 14}","{32, 30}",0.104,0.274,1.121
{30},"{16, 32, 14}",0.104,0.185,1.117
"{14, 30}","{16, 32}",0.104,0.247,1.104
"{16, 30}","{32, 14}",0.104,0.359,1.2
"{16, 14, 30}",{32},0.104,0.473,1.145
{32},"{16, 14, 30}",0.104,0.252,1.145
"{32, 14}","{16, 30}",0.104,0.348,1.2
"{16, 32}","{14, 30}",0.104,0.465,1.104
"{16, 32, 14}",{30},0.104,0.629,1.117
"{32, 30}","{16, 14}",0.104,0.426,1.121
"{32, 14, 30}",{16},0.104,0.556,1.084
"{16, 32, 30}",{14},0.104,0.782,1.091
{14},"{48, 34, 44}",0.102,0.142,1.121
{34},"{48, 44, 14}",0.102,0.159,1.101
"{34, 14}","{48, 44}",0.102,0.215,1.157
{44},"{48, 34, 14}",0.102,0.274,1.13
"{44, 14}","{48, 34}",0.102,0.361,1.141
"{34, 44}","{48, 14}",0.102,0.409,1.149
"{34, 44, 14}",{48},0.102,0.523,1.092
{48},"{34, 44, 14}",0.102,0.213,1.092
"{48, 14}","{34, 44}",0.102,0.287,1.149
"{48, 34}","{44, 14}",0.102,0.323,1.141
"{48, 34, 14}",{44},0.102,0.421,1.13
"{48, 44}","{34, 14}",0.102,0.549,1.157
"{48, 44, 14}",{34},0.102,0.705,1.101
"{48, 34, 44}",{14},0.102,0.803,1.121
{14},"{16, 34, 44}",0.105,0.147,1.139
{16},"{34, 44, 14}",0.105,0.205,1.049
"{16, 14}","{34, 44}",0.105,0.277,1.109
{34},"{16, 44, 14}",0.105,0.164,1.076
"{34, 14}","{16, 44}",0.105,0.221,1.132
"{16, 34}","{44, 14}",0.105,0.316,1.118
"{16, 34, 14}",{44},0.105,0.41,1.098
{44},"{16, 34, 14}",0.105,0.282,1.098
"{44, 14}","{16, 34}",0.105,0.371,1.118
"{16, 44}","{34, 14}",0.105,0.538,1.132
"{16, 44, 14}",{34},0.105,0.689,1.076
"{34, 44}","{16, 14}",0.105,0.421,1.109
"{34, 44, 14}",{16},0.105,0.538,1.049
"{16, 34, 44}",{14},0.105,0.816,1.139
{14},"{48, 49, 34}",0.101,0.141,1.081
{34},"{48, 49, 14}",0.101,0.158,1.077
"{34, 14}","{48, 49}",0.101,0.213,1.116
{48},"{49, 34, 14}",0.101,0.211,1.099
"{48, 14}","{49, 34}",0.101,0.284,1.12
"{48, 34}","{49, 14}",0.101,0.32,1.106
"{48, 34, 14}",{49},0.101,0.417,1.074
{49},"{48, 34, 14}",0.101,0.26,1.074
"{49, 14}","{48, 34}",0.101,0.35,1.106
"{49, 34}","{48, 14}",0.101,0.399,1.12
"{49, 34, 14}",{48},0.101,0.526,1.099
"{48, 49}","{34, 14}",0.101,0.53,1.116
"{48, 49, 14}",{34},0.101,0.69,1.077
"{48, 49, 34}",{14},0.101,0.775,1.081
{14},"{16, 34, 48}",0.132,0.184,1.118
{16},"{48, 34, 14}",0.132,0.257,1.063
"{16, 14}","{48, 34}",0.132,0.348,1.1
{34},"{16, 48, 14}",0.132,0.206,1.071
"{34, 14}","{16, 48}",0.132,0.278,1.123
"{16, 34}","{48, 14}",0.132,0.398,1.117
"{16, 34, 14}",{48},0.132,0.515,1.075
{48},"{16, 34, 14}",0.132,0.276,1.075
"{48, 14}","{16, 34}",0.132,0.371,1.117
"{16, 48}","{34, 14}",0.132,0.533,1.123
"{16, 48, 14}",{34},0.132,0.686,1.071
"{48, 34}","{16, 14}",0.132,0.418,1.1
"{48, 34, 14}",{16},0.132,0.545,1.063
"{16, 34, 48}",{14},0.132,0.802,1.118
{14},"{48, 26, 34}",0.108,0.151,1.113
{26},"{48, 34, 14}",0.108,0.262,1.082
"{26, 14}","{48, 34}",0.108,0.354,1.119
{34},"{48, 26, 14}",0.108,0.169,1.078
"{34, 14}","{48, 26}",0.108,0.228,1.111
"{26, 34}","{48, 14}",0.108,0.401,1.126
"{26, 34, 14}",{48},0.108,0.523,1.093
{48},"{26, 34, 14}",0.108,0.226,1.093
"{48, 14}","{26, 34}",0.108,0.304,1.126
"{48, 26}","{34, 14}",0.108,0.528,1.111
"{48, 26, 14}",{34},0.108,0.691,1.078
"{48, 34}","{26, 14}",0.108,0.342,1.119
"{48, 34, 14}",{26},0.108,0.446,1.082
"{48, 26, 34}",{14},0.108,0.798,1.113
{14},"{48, 34, 46}",0.102,0.143,1.098
{34},"{48, 46, 14}",0.102,0.16,1.104
"{34, 14}","{48, 46}",0.102,0.216,1.136
{46},"{48, 34, 14}",0.102,0.275,1.136
"{46, 14}","{48, 34}",0.102,0.367,1.161
"{34, 46}","{48, 14}",0.102,0.405,1.138
"{46, 34, 14}",{48},0.102,0.533,1.113
{48},"{34, 46, 14}",0.102,0.214,1.113
"{48, 14}","{34, 46}",0.102,0.288,1.138
"{48, 34}","{46, 14}",0.102,0.324,1.161
"{48, 34, 14}",{46},0.102,0.423,1.136
"{48, 46}","{34, 14}",0.102,0.54,1.136
"{46, 48, 14}",{34},0.102,0.707,1.104
"{48, 34, 46}",{14},0.102,0.787,1.098
{14},"{32, 34, 48}",0.109,0.152,1.078
{32},"{48, 34, 14}",0.109,0.264,1.088
"{32, 14}","{48, 34}",0.109,0.363,1.149
{34},"{32, 48, 14}",0.109,0.17,1.109
"{34, 14}","{32, 48}",0.109,0.229,1.12
"{32, 34}","{48, 14}",0.109,0.392,1.102
"{32, 34, 14}",{48},0.109,0.52,1.086
{48},"{32, 34, 14}",0.109,0.227,1.086
"{48, 14}","{32, 34}",0.109,0.306,1.102
"{32, 48}","{34, 14}",0.109,0.532,1.12
"{32, 48, 14}",{34},0.109,0.71,1.109
"{48, 34}","{32, 14}",0.109,0.344,1.149
"{48, 34, 14}",{32},0.109,0.449,1.088
"{32, 34, 48}",{14},0.109,0.773,1.078
{14},"{16, 49, 34}",0.108,0.15,1.089
{16},"{49, 34, 14}",0.108,0.21,1.093
"{16, 14}","{49, 34}",0.108,0.284,1.119
{34},"{16, 49, 14}",0.108,0.168,1.059
"{34, 14}","{16, 49}",0.108,0.227,1.07
"{16, 34}","{49, 14}",0.108,0.324,1.122
"{16, 34, 14}",{49},0.108,0.42,1.081
{49},"{16, 34, 14}",0.108,0.277,1.081
"{49, 14}","{16, 34}",0.108,0.373,1.122
"{16, 49}","{34, 14}",0.108,0.508,1.07
"{16, 49, 14}",{34},0.108,0.679,1.059
"{49, 34}","{16, 14}",0.108,0.425,1.119
"{49, 34, 14}",{16},0.108,0.561,1.093
"{16, 49, 34}",{14},0.108,0.78,1.089
{14},"{16, 26, 34}",0.119,0.166,1.114
{16},"{26, 34, 14}",0.119,0.231,1.121
"{16, 14}","{26, 34}",0.119,0.313,1.16
{26},"{16, 34, 14}",0.119,0.288,1.123
"{26, 14}","{16, 34}",0.119,0.389,1.171
"{16, 26}","{34, 14}",0.119,0.535,1.127
"{16, 26, 14}",{34},0.119,0.693,1.081
{34},"{16, 26, 14}",0.119,0.185,1.081
"{34, 14}","{16, 26}",0.119,0.25,1.127
"{16, 34}","{26, 14}",0.119,0.357,1.171
"{16, 34, 14}",{26},0.119,0.463,1.123
"{26, 34}","{16, 14}",0.119,0.441,1.16
"{26, 34, 14}",{16},0.119,0.575,1.121
"{16, 26, 34}",{14},0.119,0.798,1.114
{12},"{16, 34, 14}",0.112,0.306,1.192
{14},"{16, 34, 12}",0.112,0.156,1.148
"{12, 14}","{16, 34}",0.112,0.401,1.206
{16},"{34, 12, 14}",0.112,0.218,1.157
"{16, 12}","{34, 14}",0.112,0.556,1.172
"{16, 14}","{34, 12}",0.112,0.294,1.239
"{16, 12, 14}",{34},0.112,0.701,1.094
{34},"{16, 12, 14}",0.112,0.174,1.094
"{34, 12}","{16, 14}",0.112,0.471,1.239
"{34, 14}","{16, 12}",0.112,0.235,1.172
"{34, 12, 14}",{16},0.112,0.594,1.157
"{16, 34}","{12, 14}",0.112,0.336,1.206
"{16, 34, 12}",{14},0.112,0.823,1.148
"{16, 34, 14}",{12},0.112,0.436,1.192
{14},"{16, 34, 46}",0.108,0.15,1.121
{16},"{34, 46, 14}",0.108,0.21,1.093
"{16, 14}","{34, 46}",0.108,0.284,1.122
{34},"{16, 46, 14}",0.108,0.168,1.106
"{34, 14}","{16, 46}",0.108,0.227,1.155
"{16, 34}","{46, 14}",0.108,0.324,1.163
"{16, 34, 14}",{46},0.108,0.42,1.128
{46},"{16, 34, 14}",0.108,0.289,1.128
"{46, 14}","{16, 34}",0.108,0.386,1.163
"{16, 46}","{34, 14}",0.108,0.548,1.155
"{16, 46, 14}",{34},0.108,0.708,1.106
"{34, 46}","{16, 14}",0.108,0.426,1.122
"{46, 34, 14}",{16},0.108,0.561,1.093
"{16, 34, 46}",{14},0.108,0.803,1.121
{14},"{16, 32, 34}",0.118,0.165,1.095
{16},"{32, 34, 14}",0.118,0.23,1.1
"{16, 14}","{32, 34}",0.118,0.311,1.122
{32},"{16, 34, 14}",0.118,0.286,1.115
"{32, 14}","{16, 34}",0.118,0.395,1.188
"{16, 32}","{34, 14}",0.118,0.528,1.111
"{16, 32, 14}",{34},0.118,0.714,1.114
{34},"{16, 32, 14}",0.118,0.184,1.114
"{34, 14}","{16, 32}",0.118,0.249,1.111
"{16, 34}","{32, 14}",0.118,0.355,1.188
"{16, 34, 14}",{32},0.118,0.46,1.115
"{32, 34}","{16, 14}",0.118,0.426,1.122
"{32, 34, 14}",{16},0.118,0.565,1.1
"{16, 32, 34}",{14},0.118,0.785,1.095
{18},"{34, 19, 30}",0.166,0.235,1.096
{19},"{18, 34, 30}",0.166,0.307,1.14
"{18, 19}","{34, 30}",0.166,0.415,1.127
{30},"{18, 19, 34}",0.166,0.294,1.075
"{18, 30}","{34, 19}",0.166,0.418,1.162
"{19, 30}","{18, 34}",0.166,0.524,1.124
"{18, 19, 30}",{34},0.166,0.7,1.093
{34},"{18, 19, 30}",0.166,0.259,1.093
"{18, 34}","{19, 30}",0.166,0.356,1.124
"{34, 19}","{18, 30}",0.166,0.461,1.162
"{18, 19, 34}",{30},0.166,0.605,1.075
"{34, 30}","{18, 19}",0.166,0.451,1.127
"{18, 34, 30}",{19},0.166,0.615,1.14
"{34, 19, 30}",{18},0.166,0.773,1.096
{18},"{48, 19, 30}",0.125,0.177,1.072
{19},"{48, 18, 30}",0.125,0.232,1.13
"{18, 19}","{48, 30}",0.125,0.313,1.109
{30},"{48, 18, 19}",0.125,0.222,1.106
"{18, 30}","{48, 19}",0.125,0.315,1.179
"{19, 30}","{48, 18}",0.125,0.396,1.138
"{18, 19, 30}",{48},0.125,0.528,1.103
{48},"{18, 19, 30}",0.125,0.261,1.103
"{48, 18}","{19, 30}",0.125,0.36,1.138
"{48, 19}","{18, 30}",0.125,0.468,1.179
"{48, 18, 19}",{30},0.125,0.623,1.106
"{48, 30}","{18, 19}",0.125,0.443,1.109
"{48, 18, 30}",{19},0.125,0.61,1.13
"{48, 19, 30}",{18},0.125,0.756,1.072
{18},"{49, 19, 30}",0.105,0.15,1.085
{19},"{49, 18, 30}",0.105,0.195,1.178
"{18, 19}","{49, 30}",0.105,0.264,1.151
{30},"{49, 18, 19}",0.105,0.187,1.109
"{18, 30}","{49, 19}",0.105,0.266,1.212
"{19, 30}","{49, 18}",0.105,0.333,1.178
"{18, 19, 30}",{49},0.105,0.445,1.145
{49},"{18, 19, 30}",0.105,0.271,1.145
"{49, 18}","{19, 30}",0.105,0.373,1.178
"{49, 19}","{18, 30}",0.105,0.481,1.212
"{49, 18, 19}",{30},0.105,0.625,1.109
"{49, 30}","{18, 19}",0.105,0.46,1.151
"{49, 18, 30}",{19},0.105,0.636,1.178
"{49, 19, 30}",{18},0.105,0.765,1.085
{16},"{18, 19, 30}",0.126,0.245,1.035
{18},"{16, 19, 30}",0.126,0.178,1.069
"{16, 18}","{19, 30}",0.126,0.341,1.079
{19},"{16, 18, 30}",0.126,0.233,1.134
"{16, 19}","{18, 30}",0.126,0.439,1.108
"{18, 19}","{16, 30}",0.126,0.315,1.085
"{16, 18, 19}",{30},0.126,0.585,1.039
{30},"{16, 18, 19}",0.126,0.223,1.039
"{16, 30}","{18, 19}",0.126,0.434,1.085
"{18, 30}","{16, 19}",0.126,0.317,1.108
"{16, 18, 30}",{19},0.126,0.612,1.134
"{19, 30}","{16, 18}",0.126,0.398,1.079
"{16, 19, 30}",{18},0.126,0.754,1.069
"{18, 19, 30}",{16},0.126,0.531,1.035
{18},"{26, 19, 30}",0.107,0.152,1.09
{19},"{26, 18, 30}",0.107,0.199,1.113
"{18, 19}","{26, 30}",0.107,0.269,1.099
{26},"{18, 19, 30}",0.107,0.261,1.1
"{18, 26}","{19, 30}",0.107,0.359,1.135
"{26, 19}","{18, 30}",0.107,0.462,1.164
"{26, 18, 19}",{30},0.107,0.612,1.087
{30},"{19, 26, 18}",0.107,0.191,1.087
"{18, 30}","{26, 19}",0.107,0.271,1.164
"{19, 30}","{26, 18}",0.107,0.34,1.135
"{18, 19, 30}",{26},0.107,0.454,1.1
"{26, 30}","{18, 19}",0.107,0.439,1.099
"{18, 26, 30}",{19},0.107,0.601,1.113
"{26, 19, 30}",{18},0.107,0.768,1.09
{12},"{18, 19, 30}",0.103,0.282,1.191
{18},"{19, 12, 30}",0.103,0.146,1.147
"{18, 12}","{19, 30}",0.103,0.378,1.196
{19},"{18, 12, 30}",0.103,0.191,1.171
"{19, 12}","{18, 30}",0.103,0.506,1.275
"{18, 19}","{12, 30}",0.103,0.258,1.2
"{18, 19, 12}",{30},0.103,0.638,1.134
{30},"{18, 19, 12}",0.103,0.183,1.134
"{12, 30}","{18, 19}",0.103,0.48,1.2
"{18, 30}","{19, 12}",0.103,0.26,1.275
"{18, 12, 30}",{19},0.103,0.632,1.171
"{19, 30}","{18, 12}",0.103,0.326,1.196
"{19, 12, 30}",{18},0.103,0.809,1.147
"{18, 19, 30}",{12},0.103,0.435,1.191
{18},"{19, 46, 30}",0.101,0.143,1.113
{19},"{18, 46, 30}",0.101,0.187,1.102
"{18, 19}","{46, 30}",0.101,0.252,1.116
{30},"{18, 19, 46}",0.101,0.179,1.119
"{18, 30}","{19, 46}",0.101,0.254,1.234
"{19, 30}","{18, 46}",0.101,0.319,1.137
"{18, 19, 30}",{46},0.101,0.425,1.142
{46},"{18, 19, 30}",0.101,0.271,1.142
"{18, 46}","{19, 30}",0.101,0.36,1.137
"{19, 46}","{18, 30}",0.101,0.489,1.234
"{18, 19, 46}",{30},0.101,0.63,1.119
"{46, 30}","{18, 19}",0.101,0.446,1.116
"{46, 18, 30}",{19},0.101,0.594,1.102
"{46, 19, 30}",{18},0.101,0.784,1.113
{18},"{32, 19, 30}",0.107,0.152,1.103
{19},"{32, 18, 30}",0.107,0.199,1.13
"{18, 19}","{32, 30}",0.107,0.269,1.099
{30},"{32, 18, 19}",0.107,0.191,1.085
"{18, 30}","{32, 19}",0.107,0.271,1.199
"{19, 30}","{32, 18}",0.107,0.34,1.119
"{18, 19, 30}",{32},0.107,0.454,1.099
{32},"{18, 19, 30}",0.107,0.26,1.099
"{32, 18}","{19, 30}",0.107,0.354,1.119
"{32, 19}","{18, 30}",0.107,0.476,1.199
"{32, 18, 19}",{30},0.107,0.611,1.085
"{32, 30}","{18, 19}",0.107,0.439,1.099
"{32, 18, 30}",{19},0.107,0.61,1.13
"{32, 19, 30}",{18},0.107,0.778,1.103
{18},"{34, 19, 44}",0.11,0.156,1.099
{19},"{18, 34, 44}",0.11,0.204,1.084
"{18, 19}","{34, 44}",0.11,0.275,1.104
{34},"{18, 19, 44}",0.11,0.172,1.078
"{18, 34}","{19, 44}",0.11,0.236,1.111
"{34, 19}","{18, 44}",0.11,0.306,1.13
"{18, 19, 34}",{44},0.11,0.402,1.077
